2.200000000000000000e+01,3.200000000000000067e-01,2.400000000000000000e+01,6.769000000000000000e+03
7.300000000000000000e+01,3.599999999999999867e-01,2.000000000000000000e+01,8.703000000000000000e+03
8.500000000000000000e+01,3.800000000000000044e-01,8.000000000000000000e+01,5.802000000000000000e+03
6.000000000000000000e+00,2.899999999999999800e-01,7.400000000000000000e+01,8.703000000000000000e+03
1.500000000000000000e+01,2.700000000000000178e-01,9.400000000000000000e+01,6.769000000000000000e+03
7.200000000000000000e+01,2.899999999999999800e-01,1.340000000000000000e+02,9.670000000000000000e+03
6.700000000000000000e+01,2.800000000000000266e-01,2.200000000000000000e+01,3.868000000000000000e+03
7.800000000000000000e+01,3.599999999999999867e-01,2.800000000000000000e+01,1.063700000000000000e+04
3.100000000000000000e+01,2.700000000000000178e-01,1.380000000000000000e+02,9.670000000000000000e+03
5.200000000000000000e+01,2.399999999999999911e-01,5.200000000000000000e+01,1.063700000000000000e+04
1.300000000000000000e+01,4.799999999999999822e-01,1.280000000000000000e+02,8.703000000000000000e+03
1.300000000000000000e+01,2.800000000000000266e-01,3.800000000000000000e+01,7.736000000000000000e+03
8.000000000000000000e+00,4.500000000000000111e-01,1.240000000000000000e+02,6.769000000000000000e+03
7.700000000000000000e+01,3.800000000000000044e-01,1.020000000000000000e+02,7.736000000000000000e+03
3.000000000000000000e+00,3.099999999999999978e-01,1.540000000000000000e+02,9.670000000000000000e+03
1.900000000000000000e+01,2.099999999999999922e-01,5.800000000000000000e+01,4.835000000000000000e+03
8.000000000000000000e+01,3.500000000000000333e-01,3.800000000000000000e+01,5.802000000000000000e+03
7.500000000000000000e+01,4.100000000000000311e-01,7.000000000000000000e+01,3.868000000000000000e+03
7.300000000000000000e+01,3.099999999999999978e-01,7.600000000000000000e+01,9.670000000000000000e+03
8.500000000000000000e+01,3.099999999999999978e-01,1.100000000000000000e+02,8.703000000000000000e+03
2.200000000000000000e+01,3.400000000000000244e-01,1.520000000000000000e+02,5.802000000000000000e+03
8.400000000000000000e+01,3.200000000000000067e-01,8.000000000000000000e+01,7.736000000000000000e+03
9.700000000000000000e+01,4.600000000000000200e-01,9.000000000000000000e+01,6.769000000000000000e+03
4.800000000000000000e+01,2.800000000000000266e-01,1.520000000000000000e+02,8.703000000000000000e+03
8.300000000000000000e+01,2.700000000000000178e-01,1.000000000000000000e+02,4.835000000000000000e+03
9.300000000000000000e+01,4.899999999999999911e-01,1.060000000000000000e+02,8.703000000000000000e+03
1.200000000000000000e+01,2.500000000000000000e-01,4.800000000000000000e+01,6.769000000000000000e+03
3.000000000000000000e+00,4.100000000000000311e-01,1.100000000000000000e+02,4.835000000000000000e+03
